ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	TurboMajorPsiGroup1	TurboMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM3557	3	4	2470	2754	0.117807724	0.013337497	0.782	0.683	0.329	0.73	NA	0.901	0.915	0.901	0.915	0.852339558	0.865677055	0.997	0.998	0.842092438	117.3333333	119	0.842092438
ASM3558	4	8	215	2009	0.23164965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.66666667	1	NA
ASM3559	2	3	7471	2765	0.106564415	0.001335893	1	0.61	NA	0.00597	SE	1	0.988666667	1	0.988666667	0.998687664	0.997351771	0.987	0.999	0.437230527	249.6666667	750.6666667	0.437230527
ASM3560	2	12	802	774	0.312426598	0.043595679	1	0.711	NA	0.817	NA	0.818333333	0.921666667	0.818333333	0.921666667	0.393881627	0.40870098	0.958	0.918	0.536599525	28.33333333	32.66666667	0.536599525
ASM3561	2	3	3438	2561	0.890405938	0.015226103	0.328	0.725	0.0407	0.175	SE	0.740333333	0.782	0.740333333	0.782	0.745771009	0.760997112	0.798	0.778	0.367705724	190.3333333	261	0.367705724
ASM3562	3	4	807	1465	0.994605819	0.028249465	NA	0.701	0.206	0.379	NA	NA	NA	NA	NA	0.457259392	0.429009927	0.405	0.444	0.023328041	171.3333333	99.33333333	0.023328041
ASM3563	7	11	3396	4058	0.173600492	0.063893767	0.053	0.716	0.113	0.0968	NA	0.565	0.569666667	0.565	0.569666667	0.591389432	0.629843305	0.987	0.947	0.035439456	71	67.33333333	0.035439456
ASM3564	6	9	436	149	0.464686918	0.021554455	NA	0.794	NA	NA	NA	NA	NA	NA	NA	0.872474747	0.894029202	0.938	0.817	0.487840044	18.66666667	63.66666667	0.487840044
ASM3565	8	7	451	532	NA	0.122900088	0.147	0.972	NA	0.00709	NA	0.91	0.914	0.91	0.914	0.495061728	0.460774857	0.922	0.988	0.208218174	27.66666667	25.66666667	0.208218174
ASM3566	2	14	16929	11095	0.245594961	0.061854969	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516193228	0.578048197	NA	NA	0.009932441	149.3333333	220.3333333	0.009932441
ASM3567	2	32	5793	2366	1	0.06368823	0.00088	0.985	0.676	0.00108	NA	0.771166667	0.740833333	0.771166667	0.740833333	0.648757764	0.612407907	0.84	0.934	0.099288155	25.33333333	53	0.099288155
ASM3568	4	16	33640	14065	0.584770439	0.02723141	NA	0.739	NA	0.277	NA	NA	NA	NA	NA	0.617273954	0.632386178	0.939	0.981	0.586663217	92.33333333	247.3333333	0.586663217
ASM3569	2	27	21187	8491	0.946220906	0.020314536	NA	0.702	NA	0.112	NA	NA	NA	NA	NA	0.704340634	0.696069188	0.941	0.974	0.175073672	65.33333333	177.6666667	0.175073672
ASM3570	10	12	5080	4811	0.671398536	NA	1	0.61	NA	NA	NA	1	0.995666667	1	0.995666667	NA	NA	0.996	0.999	NA	2.333333333	5.666666667	NA
ASM3571	2	3	4004	3664	0.585952901	0.001477411	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.991655983	0.993133394	0.993	0.988	0.668048234	200	240.6666667	0.668048234
ASM3572	7	27	10836	14719	0.975646715	0.0078345	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993788344	0.987613031	NA	NA	0.073249379	164.3333333	134.3333333	0.073249379
ASM3573	3	10	1851	1440	0.738037494	NA	0.186	0.834	0.231	0.267	NA	0.862888889	0.867333333	0.862888889	0.867333333	NA	NA	0.996	0.994	NA	5.666666667	9	NA
ASM3574	4	9	3090	1304	0.264263828	NA	NA	NA	NA	0.0994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.666666667	13.33333333	NA
ASM3575	4	7	1143	621	0.824764218	NA	1	0.61	NA	NA	NA	0.995666667	0.998666667	0.995666667	0.998666667	NA	NA	0.999	0.993	NA	1.333333333	2	NA
ASM3576	5	5	1237	1675	0.667201379	0.017479283	0.592	0.766	0.655	0.586	NA	0.543	0.511333333	0.543	0.511333333	0.492914895	0.504747837	0.946	0.905	0.086217252	125.6666667	99.66666667	0.086217252
ASM3577	4	6	148	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	14.33333333	NA
ASM3578	4	30	2971	2522	0.333026606	0.019334656	0.00144	0.965	NA	0.0159	NA	0.924444444	0.891888889	0.924444444	0.891888889	0.815418895	0.803007519	0.995	0.993	0.637000281	19.66666667	20	0.637000281
ASM3579	2	8	1591	1318	0.939292993	NA	1	0.833	0.146	0.0269	NA	0.990111111	0.977333333	0.990111111	0.977333333	NA	NA	0.995	0.998	NA	5.666666667	10.66666667	NA
ASM3580	4	10	6704	6010	0.707759312	0.035210372	1	0.833	0.146	0.0269	NA	0.988333333	0.983333333	0.988333333	0.983333333	0.663066743	0.675815045	0.995	0.998	0.187795947	344	410.3333333	0.187795947
ASM3581	9	7	11831	10525	0.112782735	0.038934132	0.466	0.861	0.459	0.00583	NA	0.707	0.734833333	0.707	0.734833333	0.298008818	0.27636183	0.978	0.999	0.074704379	572.3333333	677.6666667	0.074704379
ASM3582	3	17	1997	1374	0.160104801	0.078553225	NA	0.685	NA	0.468	NA	NA	NA	NA	NA	0.473816674	0.420480477	0.993	0.986	0.087454324	39	63.33333333	0.087454324
ASM3583	3	26	14310	1192	0.001329814	NA	NA	NA	NA	0.0954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	9	NA
ASM3584	9	38	11184	13059	0.812119396	NA	NA	0.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	0.997	NA	0	0	NA
ASM3585	9	11	2522	1267	NA	0.029756939	0.0519	0.753	0.105	0.29	NA	0.595666667	0.576	0.595666667	0.576	0.685412262	0.655655323	0.996	0.991	0.331488508	42.33333333	95.66666667	0.331488508
ASM3586	5	15	2979	1778	0.407168784	0.012430779	0.679	0.847	0.635	0.217	NA	0.534	0.529666667	0.534	0.529666667	0.676977344	0.6664422	0.996	0.991	0.894085065	24.66666667	47.33333333	0.894085065
ASM3587	3	6	16526	7031	0.011093685	NA	NA	0.661	0.53	0.532	NA	NA	NA	NA	NA	NA	NA	0.979	0.983	NA	3	11	NA
ASM3588	3	6	18576	8077	1.34E-06	NA	NA	0.661	0.53	0.532	NA	NA	NA	NA	NA	NA	NA	0.993	0.983	NA	0	0	NA
ASM3589	4	6	172	64	0.17715587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.666666667	NA
ASM3590	10	12	4785	2574	0.006271902	0.022215812	0.147	0.869	0.24	0.769	NA	0.887666667	0.870333333	0.887666667	0.870333333	0.539293389	0.517077578	0.998	0.997	0.367210565	139.3333333	303	0.367210565
ASM3591	4	14	5271	4149	0.697860771	0.026576905	0.446	0.932	0.021	0.121	NA	0.677833333	0.6985	0.677833333	0.6985	0.364598614	0.391175519	0.999	0.999	0.22354204	291.3333333	383.6666667	0.22354204
ASM3592	4	18	2241	1598	0.90937265	0.071493213	1	0.819	NA	0.202	NA	0.982	0.996666667	0.982	0.996666667	0.723076923	0.65158371	0.991	0.961	0.549706923	9.333333333	18.33333333	0.549706923
ASM3593	2	3	239	194	0.001502875	0.101696234	7.00E-07	NA	NA	0.00126	NA	0.519	0.955666667	0.519	0.955666667	0.703968254	0.805664488	NA	NA	0.269115201	20.33333333	16.66666667	0.269115201
ASM3594	2	3	135	148	0.508950933	0.121708683	NA	NA	NA	0.753	NA	NA	NA	NA	NA	0.623015873	0.50130719	NA	NA	0.007205802	20.33333333	16.66666667	0.007205802
ASM3595	2	3	83	58	0.736816256	0.008280792	1	0.686	NA	NA	SE	0.935333333	0.991	0.935333333	0.991	0.963814389	0.955533597	0.984	0.933	0.801800081	27	43.33333333	0.801800081
ASM3596	7	7	334	934	0.068188527	0.091198772	2.83E-07	0.974	NA	0.0673	NA	0.791555556	0.738222222	0.791555556	0.738222222	0.524237617	0.454497354	0.478	0.432	0.021331657	61	30.66666667	0.021331657
ASM3597	2	8	1023	1378	0.688955915	0.041934104	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958065896	1	NA	NA	0.041699407	40	29.33333333	0.041699407
ASM3598	2	3	1586	1946	0.029674018	0.041934104	NA	0.649	NA	NA	NA	NA	NA	NA	NA	0.958065896	1	0.989	0.948	0.041699407	40	29.33333333	0.041699407
ASM3599	2	5	134	78	0.971036876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	3.333333333	NA
ASM3600	2	4	23	29	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	2.333333333	NA
ASM3601	2	8	87	92	0.889134947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666666667	1.666666667	NA
ASM3602	3	31	14470	12215	0.859755632	NA	0.0139	0.829	0.0306	0.101	NA	0.958916667	0.974666667	0.958916667	0.974666667	NA	NA	0.999	0.999	NA	0.666666667	3.333333333	NA
ASM3603	2	6	5414	3337	0.670794944	0.004567067	NA	0.629	NA	NA	NA	NA	NA	NA	NA	1	0.995432933	0.999	0.998	0.183580017	82	140	0.183580017
ASM3604	2	34	4785	1858	0.757897554	NA	0.186	0.692	NA	0.683	NA	0.9094	0.893333333	0.9094	0.893333333	NA	NA	0.949	0.989	NA	0.333333333	0.666666667	NA
ASM3605	8	19	5428	3563	9.47E-01	0.061309524	0.765	0.791	0.409	0.165	NA	0.596888889	0.596888889	0.596888889	0.596888889	0.624074074	0.568580126	0.992	0.996	0.422480192	47	75.66666667	0.422480192
ASM3606	9	24	7397	6948	2.83E-08	0.646804847	0.0124	1	8.61E-05	2.24E-12	NA	0.842066667	0.8006	0.842066667	0.8006	0.877107877	0.23030303	0.998	0.999	0.034287251	38.33333333	9.666666667	0.034287251
ASM3607	7	8	8993	6643	NA	0.017124994	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.535758423	0.51863343	0.995	0.994	0.200953447	229	330.3333333	0.200953447
ASM3608	7	11	306	250	0.35209587	0.045518915	0.00374	NA	NA	NA	NA	0.848	0.919	0.848	0.919	0.288532383	0.326388889	NA	NA	0.303794453	14.33333333	16.33333333	0.303794453
ASM3609	10	15	24915	11289	0.821325627	0.00720337	NA	0.611	NA	0.622	NA	NA	NA	NA	NA	0.564894534	0.559907834	0.997	0.999	0.039471609	102.6666667	232	0.039471609
ASM3610	6	16	3079	1513	0.889102875	0.060599415	0.00765	0.77	0.462	0.0117	NA	0.824291667	0.811541667	0.824291667	0.811541667	0.733044733	0.717836257	0.954	0.981	0.004682858	11.33333333	16.66666667	0.004682858
ASM3611	8	35	21563	11384	0.992773827	NA	0.762	0.747	0.196	0.0103	NA	0.772	0.764333333	0.772	0.764333333	NA	NA	0.909	0.929	NA	0	0	NA
ASM3612	2	5	4826	4666	0.697524852	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	87	102	NA
ASM3613	4	5	1764	32	0.913322205	0.225273517	NA	NA	NA	0.431	NA	NA	NA	NA	NA	1	0.774726483	NA	NA	0.019518463	1	44	0.019518463
ASM3614	3	4	483	364	0.000776707	0.170994722	3.51E-09	1	NA	5.88E-05	NA	0.831333333	0.9825	0.831333333	0.9825	0.764158053	0.928224157	0.994	0.968	0.043009919	37	52	0.043009919
ASM3615	4	12	9774	7986	0.216649297	0	1	0.696	NA	0.664	NA	0.981666667	0.983666667	0.981666667	0.983666667	1	1	0.997	0.995	NA	13.66666667	18	NA
ASM3616	2	3	336	431	0.334203329	0.05407718	0.29	0.749	NA	NA	SE	0.943666667	0.858666667	0.943666667	0.858666667	0.939876216	0.885799036	0.848	0.936	0.364704443	26.33333333	29.66666667	0.364704443
ASM3617	2	8	5041	2274	0.441996473	0.013888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986111111	1	NA	NA	0.422649731	27.33333333	67.33333333	0.422649731
ASM3618	2	3	515	283	0.23150664	0.114354313	0.241	0.749	0.438	0.323	SE	0.517333333	0.625	0.517333333	0.625	0.469827586	0.584181899	0.687	0.571	0.152197938	27.33333333	67.33333333	0.152197938
ASM3619	2	3	821	407	0.10946067	0.067049808	1	0.711	NA	NA	NA	0.933	1	0.933	1	0.932950192	1	0.996	0.943	0.317649333	27.33333333	67.33333333	0.317649333
ASM3620	3	6	2297	1652	0.24124061	0	NA	0.61	NA	NA	NA	NA	NA	NA	NA	1	1	0.999	0.998	1	101.3333333	157.3333333	1
ASM3621	7	15	7929	892	0.55834472	0.072040447	0.552	0.939	0.00087	0.00992	NA	0.658333333	0.729666667	0.658333333	0.729666667	0.539064442	0.486413581	0.999	0.996	0.001810578	47.33333333	442	0.001810578
ASM3622	2	14	1560	523	0.180763446	0.036877395	0.0628	NA	NA	NA	NA	1	0.921333333	1	0.921333333	0.884259259	0.848084291	NA	NA	0.207280078	8	27.66666667	0.207280078
ASM3623	5	19	2242	2510	0.36742275	0.185965096	0.118	1	0.00271	0.000126	NA	0.832083333	0.896083333	0.832083333	0.896083333	0.722618867	0.575280112	0.995	0.996	0.026016221	65.33333333	67.33333333	0.026016221
ASM3624	4	6	525	138	0.001654298	0.204323308	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.794444444	0.590121136	NA	NA	0.008434264	6.333333333	21.33333333	0.008434264
ASM3625	4	18	8203	2976	0.217013873	0.018754177	0.00916	0.878	0.0984	0.029	NA	0.779333333	0.883666667	0.779333333	0.883666667	0.525988047	0.50723387	0.998	0.996	0.102823816	64	192.3333333	0.102823816
ASM3626	4	37	9735	6341	0.007169452	NA	0.0249	0.847	0.486	0.108	NA	0.747333333	0.694833333	0.747333333	0.694833333	NA	NA	0.997	0.996	NA	0	0	NA
ASM3627	4	23	3015	2387	0.135189331	0.039593695	0.505	0.736	0.556	0.351	NA	0.735	0.6785	0.735	0.6785	0.33543031	0.353535354	0.995	0.994	0.303407543	39	53.66666667	0.303407543
ASM3628	3	25	14471	11268	0.15742843	0.09447185	0.394	0.787	0.282	0.00721	NA	0.9675	0.946666667	0.9675	0.946666667	0.85746732	0.95193917	0.998	0.998	0.160112671	49.66666667	56.66666667	0.160112671
ASM3629	6	6	14203	11392	0.493915469	0.056214579	1	0.617	0.999	0.606	NA	0.995	0.998666667	0.995	0.998666667	0.839347487	0.895562066	0.999	0.997	0.176200125	96	139.6666667	0.176200125
ASM3630	2	4	56	73	0.11805603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
ASM3631	2	30	42778	31042	0.478535491	0.037539572	0.00403	0.633	NA	NA	NA	0.940333333	1	0.940333333	1	0.873603602	0.83606403	0.998	0.998	0.057429037	112.6666667	171	0.057429037
ASM3632	6	8	2230	2102	0.181708934	0.023255814	0.25	0.795	0.192	0.278	NA	0.876333333	0.856583333	0.876333333	0.856583333	0.976744186	1	0.983	0.955	0.422649731	37.33333333	29.66666667	0.422649731
ASM3633	5	22	32995	38465	0.343125435	0.055434982	NA	0.88	0.0301	0.0173	NA	NA	NA	NA	NA	0.717049467	0.772484449	0.918	0.861	0.014300714	559.3333333	482	0.014300714
ASM3634	7	24	415	14	0.096423902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	18	NA
ASM3635	6	6	13860	9807	0.993186775	0	0.761	0.714	0.959	0.585	NA	0.920333333	0.911	0.920333333	0.911	1	1	0.627	0.661	NA	8.666666667	14.66666667	NA
ASM3636	3	15	18914	31447	0.772448068	0.138313831	NA	0.74	0.395	0.288	NA	NA	NA	NA	NA	0.663330075	0.525016244	0.998	0.998	0.412700019	69	33.33333333	0.412700019
ASM3637	5	19	50303	37609	0.603353743	0.018210003	0.495	1	0.000233	6.71E-05	NA	0.971777778	0.977555556	0.971777778	0.977555556	0.575871525	0.593846646	1	0.999	0.034226846	2143	3088.333333	0.034226846
ASM3638	3	13	21413	17413	0.616498949	0.011325973	NA	0.721	0.0968	0.357	NA	NA	NA	NA	NA	0.404232699	0.393720661	0.773	0.782	0.270592141	873	1173.666667	0.270592141
ASM3639	2	3	100	52	0.542656388	NA	0.354	NA	NA	NA	NA	0.655	0.546333333	0.655	0.546333333	NA	NA	NA	NA	NA	6	10.33333333	NA
ASM3640	5	18	392	223	0.032267654	NA	0.354	NA	NA	NA	NA	0.655	0.546333333	0.655	0.546333333	NA	NA	NA	NA	NA	3.333333333	3.666666667	NA
ASM3641	7	13	3688	2920	0.634832036	0.021627519	0.165	0.722	0.709	0.204	NA	0.718833333	0.691333333	0.718833333	0.691333333	0.328984146	0.315764376	0.874	0.879	0.03372204	264.6666667	383.6666667	0.03372204
ASM3642	2	4	8834	5673	0.034235155	0.007296749	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.993821138	0.986524389	0.98	0.992	0.024606406	162	272.3333333	0.024606406
ASM3643	5	26	17060	12274	0.827028792	0.012640269	0.156	0.734	0.295	0.0391	NA	0.828266667	0.759933333	0.828266667	0.759933333	0.613838798	0.610871825	0.999	0.998	0.31826291	130.3333333	199.3333333	0.31826291
ASM3644	5	18	6512	5055	NA	0.036945244	0.0259	0.943	0.0303	0.014	NA	0.801555556	0.740222222	0.801555556	0.740222222	0.822111222	0.80210084	0.999	0.999	0.181372742	91	119.6666667	0.181372742
ASM3645	2	10	4702	3202	0.224438236	0.005555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.994444444	1	NA	NA	0.422649731	59.66666667	92	0.422649731
ASM3646	3	15	10251	6877	0.412810574	0.033247907	NA	0.731	0.567	0.603	NA	NA	NA	NA	NA	0.790788224	0.824036131	0.838	0.769	0.405426746	59.66666667	92	0.405426746
ASM3647	2	3	2025	1631	0.007388773	0.104931604	0.000844	0.996	0.00103	0.00891	SE	0.7	0.530333333	0.7	0.530333333	0.630715224	0.52578362	0.549	0.704	0.014121437	87.33333333	135	0.014121437
ASM3648	2	3	2910	4157	0.975614908	0.013503081	0.483	0.669	0.271	0.4	SE	0.794333333	0.824333333	0.794333333	0.824333333	0.805125879	0.791622798	0.829	0.815	0.425307738	286	208.6666667	0.425307738
ASM3649	6	9	6877	9812	0.886332969	0.024851133	0.482	0.687	0.68	NA	NA	0.726333333	0.670333333	0.726333333	0.670333333	0.773585297	0.748734165	0.999	0.999	0.180507613	286	208.6666667	0.180507613
ASM3650	9	8	3067	1404	0.999869468	NA	3.55E-05	0.963	0.000216	0.000266	NA	0.556333333	0.732333333	0.556333333	0.732333333	NA	NA	0.692	0.622	NA	7	7.333333333	NA
ASM3651	3	12	5660	2129	0.017238953	0.034803466	1.36E-05	0.987	0.055	0.0226	NA	0.983333333	0.871333333	0.983333333	0.871333333	0.455947712	0.46019893	0.968	0.993	0.428218448	71.66666667	197.6666667	0.428218448
ASM3652	2	3	317	234	0.262339443	9.68E-05	NA	0.7	NA	0.876	NA	NA	NA	NA	NA	0.793329915	0.793233083	0.788	0.823	0.998860759	38	54	0.998860759
ASM3653	2	3	62	87	0.038360475	NA	0.00063	NA	NA	NA	SE	0.565333333	0.889	0.565333333	0.889	NA	NA	NA	NA	NA	3.666666667	4.333333333	NA
ASM3654	2	8	129	92	0.064558616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA
ASM3655	9	9	3180	2761	0.903994894	0.029196661	NA	0.659	NA	0.295	NA	NA	NA	NA	NA	0.592458097	0.563261436	0.98	0.993	0.324251393	126.6666667	159.3333333	0.324251393
ASM3656	6	28	30685	38565	0.496763245	0.020564979	1.56E-09	0.993	3.28E-06	0.000673	NA	0.799	0.809733333	0.799	0.809733333	0.654638508	0.660443503	1	1	0.00395567	718	625.3333333	0.00395567
ASM3657	2	16	6596	2096	NA	0.081556452	1	0.611	NA	NA	NA	1	0.989666667	1	0.989666667	0.479441008	0.56099746	0.998	0.995	0.010109458	71.66666667	236.3333333	0.010109458
ASM3658	2	34	9515	3075	0.334137463	NA	0.0102	0.933	0.0199	0.0185	NA	0.857	0.837416667	0.857	0.837416667	NA	NA	0.997	0.993	NA	0	2	NA
ASM3659	10	12	424	63	0.508972486	0.059356725	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888889	0.931578947	NA	NA	0.651711585	3	19.66666667	0.651711585
ASM3660	4	27	18464	19958	0.834223985	NA	1	0.61	NA	NA	NA	0.993	0.995666667	0.993	0.995666667	NA	NA	0.998	0.999	NA	2	5	NA
ASM3661	3	25	6217	5093	0.369084296	0.002868802	1	0.613	NA	NA	NA	0.996333333	0.971333333	0.996333333	0.971333333	0.89680303	0.895946871	0.999	0.999	0.789378435	116	144.3333333	0.789378435
ASM3662	3	21	1937	2391	0.022084359	0.068315618	0.405	0.999	NA	0.00983	NA	0.928333333	0.934166667	0.928333333	0.934166667	0.835650447	0.80230608	0.995	0.995	0.080638817	54.66666667	44.66666667	0.080638817
ASM3663	10	14	4215	4339	0.342921585	NA	1	0.616	NA	NA	NA	0.988	0.990666667	0.988	0.990666667	NA	NA	0.989	0.998	NA	0	0	NA
ASM3664	2	36	19606	16993	0.622236037	0.01546838	1	0.754	0.509	0.588	NA	0.73	0.730666667	0.73	0.730666667	0.657794058	0.673262438	0.998	0.998	0.508935098	95.33333333	119	0.508935098
ASM3665	5	19	19337	22154	0.018512414	0.065097077	0.0166	0.986	0.0236	0.027	NA	0.931611111	0.898555556	0.931611111	0.898555556	0.833024295	0.892070344	0.998	1	0.13608429	300.3333333	282.6666667	0.13608429
ASM3666	3	16	30867	49708	0.996866376	0.01910693	1	0.693	0.103	0.0214	NA	0.950166667	0.949166667	0.950166667	0.949166667	0.729213816	0.710106886	1	1	0.140614563	1611.666667	1085.666667	0.140614563
ASM3667	4	10	1898	627	0.984400134	0.056348741	NA	NA	NA	0.633	NA	NA	NA	NA	NA	0.696812957	0.753161698	NA	NA	0.215927524	23.66666667	71.33333333	0.215927524
ASM3668	7	7	6670	4156	0.473431258	0.043813137	1	0.611	0.0318	0.0564	NA	1	0.999	1	0.999	0.933865868	0.976496972	0.999	0.999	0.200986788	306.6666667	554.6666667	0.200986788
ASM3669	6	8	648	348	0.224013312	0.025736087	1	0.746	NA	NA	NA	1	0.955666667	1	0.955666667	0.801753394	0.827489481	0.905	0.978	0.483785207	15.33333333	28.33333333	0.483785207
ASM3670	3	4	301	175	0.276397246	0.13058311	1	0.632	NA	NA	NA	1	0.98	1	0.98	0.954545455	0.823962345	0.967	0.989	0.10230135	19.66666667	36.33333333	0.10230135
ASM3671	3	15	15942	14690	0.011108015	0.007362403	0.344	0.989	0.261	0.00234	NA	0.836	0.859333333	0.836	0.859333333	0.958323361	0.965685764	0.936	0.879	0.778613616	277	263.6666667	0.778613616
ASM3672	16	15	9172	0	NA	0.46592785	NA	NA	NA	0.406	NA	NA	NA	NA	NA	0	0.46592785	NA	NA	1	0	113.3333333	1
ASM3673	6	10	614	197	0.116789998	0.095078755	0.274	NA	NA	NA	NA	0.622333333	0.822666667	0.622333333	0.822666667	0.405723906	0.331842679	NA	NA	0.206947076	8.666666667	18	0.206947076
ASM3674	2	3	1048	814	0.880573695	0.009349017	NA	NA	NA	0.397	NA	NA	NA	NA	NA	0.785612796	0.794961813	NA	NA	0.848315637	20.33333333	36.66666667	0.848315637
ASM3675	3	5	7710	5891	0.031132842	0.057392071	NA	0.868	0.0744	0.0564	NA	NA	NA	NA	NA	0.54574978	0.488357709	0.999	0.999	0.031606625	341	456.6666667	0.031606625
ASM3676	2	10	12693	10814	0.479770731	0	1	0.639	0.521	0.31	NA	0.983833333	0.976666667	0.983833333	0.976666667	1	1	0.996	0.999	1	33.66666667	29.66666667	1
ASM3677	9	39	37608	29866	7.80E-05	NA	0.885	0.881	0.0545	1.70E-05	NA	0.774266667	0.777533333	0.774266667	0.777533333	NA	NA	0.997	0.997	NA	0	0	NA
ASM3678	4	30	2423	740	0.522386968	0.03030303	NA	NA	NA	0.203	NA	NA	NA	NA	NA	0.504040404	0.513823779	NA	NA	0.422649731	12.66666667	40.66666667	0.422649731
ASM3679	2	4	13761	10221	1	0.009984868	NA	NA	NA	0.0231	NA	NA	NA	NA	NA	0.82358161	0.813596743	NA	NA	0.542482502	327	482	0.542482502
ASM3680	6	6	6886	6629	9.26E-01	0.006108541	NA	0.76	0.46	0.0352	NA	NA	NA	NA	NA	0.873809524	0.867700982	0.992	0.998	0.846802021	36.33333333	62.33333333	0.846802021
ASM3681	5	30	3761	2651	0.304871006	0.191323662	0.179	0.934	NA	0.386	NA	0.898	0.892333333	0.898	0.892333333	0.435307018	0.397970085	0.997	0.994	0.019041108	19.66666667	27	0.019041108
ASM3682	2	33	30452	31015	0.443765208	0.197703841	1	0.61	NA	0.888	NA	0.998666667	0.998666667	0.998666667	0.998666667	0.41716821	0.614872051	1	1	0.248018767	35.33333333	56.66666667	0.248018767
ASM3683	6	15	14178	16521	0.084433104	0.020768583	NA	0.85	0.301	0.424	NA	NA	NA	NA	NA	0.714701267	0.706235732	0.999	0.998	0.021924181	127.3333333	117.6666667	0.021924181
ASM3684	2	3	1920	1829	1	0.008701063	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.989213884	0.980512821	0.997	0.998	0.559900946	168.3333333	199.6666667	0.559900946
ASM3685	4	6	9135	8372	0.499683631	0.00599552	1	0.676	0.954	0.905	NA	0.663666667	0.657333333	0.663666667	0.657333333	0.61398726	0.616863227	0.621	0.643	0.702047323	435	521	0.702047323
ASM3686	2	6	12413	4659	0.015975672	0.333333333	NA	0.998	NA	0.021	NA	NA	NA	NA	NA	0.666666667	1	0.731	0.921	1	0.666666667	20	1
ASM3687	2	6	12173	4796	0.018698377	NA	NA	0.998	NA	0.0865	NA	NA	NA	NA	NA	NA	NA	0.731	0.921	NA	2	14	NA
ASM3688	2	4	10928	4473	0.005660346	0.017272858	NA	0.998	NA	0.0865	NA	NA	NA	NA	NA	0.907547015	0.890274157	0.731	0.921	0.32074158	43.33333333	91.33333333	0.32074158
ASM3689	2	7	6366	7901	0.697643248	0	NA	0.61	NA	NA	NA	NA	NA	NA	NA	1	1	0.999	0.999	NA	427	377	NA
ASM3690	5	33	8150	9960	0.867694193	NA	1	0.663	0.164	0.641	NA	0.887	0.882	0.887	0.882	NA	NA	0.999	0.999	NA	2	4.333333333	NA
ASM3691	3	5	441	272	0.02937503	0.136705887	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641996892	0.505291005	NA	NA	0.076505073	12	11.66666667	0.076505073
ASM3692	4	7	969	616	0.573925736	0.17985348	0.208	NA	NA	0.0854	NA	1	0.887666667	1	0.887666667	0.575091575	0.395238095	NA	NA	0.087340141	13.33333333	15	0.087340141
ASM3693	2	32	4713	2538	0.464126821	0.089351852	0.464	0.999	0.27	0.00465	NA	0.6945	0.648666667	0.6945	0.648666667	0.730092593	0.779861111	0.995	0.991	0.012144281	13.33333333	36.66666667	0.012144281
ASM3694	2	41	6455	6929	0.861824652	NA	0.395	0.839	NA	0.516	NA	0.868416667	0.867166667	0.868416667	0.867166667	NA	NA	0.995	0.953	NA	3	4	NA
ASM3695	4	15	707	23125	0.713957743	NA	0.108	NA	NA	0.327	NA	0.944166667	1	0.944166667	1	NA	NA	NA	NA	NA	0.666666667	0	NA
ASM3696	5	23	9236	8415	0.000200069	0.088304818	NA	0.995	0.0612	0.11	NA	NA	NA	NA	NA	0.349182616	0.266839856	0.879	0.952	0.029984051	213.6666667	222.3333333	0.029984051
